Date : 2023-01-07 13:51:00
Directory : c:\Users\Aurélien\Documents\dev\MathAnimation\Animations
Total : 3993 files,  916211 codes, 102660 comments, 145608 blanks, all 1164479 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regerror.c                                                                 | C                  |        355 |         30 |         30 |        415 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regexec.c                                                                  | C                  |      5,762 |         67 |        894 |      6,723 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regext.c                                                                   | C                  |        156 |         28 |         19 |        203 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\reggnu.c                                                                   | C                  |         96 |         29 |         19 |        144 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regint.h                                                                   | C++                |        849 |         65 |        132 |      1,046 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regparse.c                                                                 | C                  |      7,895 |         91 |      1,305 |      9,291 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regparse.h                                                                 | C++                |        391 |         34 |         70 |        495 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regposerr.c                                                                | C                  |         92 |         32 |         22 |        146 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regposix.c                                                                 | C                  |        308 |         29 |         52 |        389 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regsyntax.c                                                                | C                  |        312 |         30 |         26 |        368 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regtrav.c                                                                  | C                  |         39 |         28 |         10 |         77 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\regversion.c                                                               | C                  |         25 |         28 |          7 |         60 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\sjis.c                                                                     | C                  |        247 |         28 |         38 |        313 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\sjis_prop.c                                                                | C                  |        137 |          5 |         10 |        152 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\st.c                                                                       | C                  |        485 |         21 |         83 |        589 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\st.h                                                                       | C++                |         51 |          2 |         15 |         68 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\unicode.c                                                                  | C                  |        981 |         71 |        188 |      1,240 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\unicode_egcb_data.c                                                        | C                  |      1,375 |         41 |          4 |      1,420 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\unicode_fold1_key.c                                                        | C                  |      1,637 |         33 |      1,408 |      3,078 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\unicode_fold2_key.c                                                        | C                  |        123 |         33 |         71 |        227 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\unicode_fold3_key.c                                                        | C                  |         78 |         33 |         26 |        137 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\unicode_fold_data.c                                                        | C                  |      1,483 |        102 |          8 |      1,593 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\unicode_property_data.c                                                    | C                  |     30,461 |        643 |      1,485 |     32,589 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\unicode_property_data_posix.c                                              | C                  |      5,714 |         46 |         53 |      5,813 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\unicode_unfold_key.c                                                       | C                  |      1,820 |         33 |      1,542 |      3,395 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\unicode_wb_data.c                                                          | C                  |      1,057 |         46 |          4 |      1,107 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\utf16_be.c                                                                 | C                  |        213 |         28 |         36 |        277 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\utf16_le.c                                                                 | C                  |        213 |         28 |         36 |        277 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\utf32_be.c                                                                 | C                  |        119 |         28 |         20 |        167 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\utf32_le.c                                                                 | C                  |        121 |         28 |         19 |        168 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\src\utf8.c                                                                     | C                  |        229 |         31 |         31 |        291 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\test\test.sh                                                                   | Shell Script       |         15 |          1 |          2 |         18 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\test\test_back.c                                                               | C                  |      1,358 |         33 |         60 |      1,451 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\test\test_options.c                                                            | C                  |        186 |          5 |         38 |        229 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\test\test_regset.c                                                             | C                  |        382 |         12 |         73 |        467 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\test\test_syntax.c                                                             | C                  |        259 |          8 |         55 |        322 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\test\test_utf8.c                                                               | C                  |      1,634 |         36 |         72 |      1,742 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\test\testc.c                                                                   | C                  |        879 |          8 |         28 |        915 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\test\testp.c                                                                   | C                  |        585 |          8 |         21 |        614 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\test\testu.c                                                                   | C                  |        914 |         11 |         39 |        964 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\tis-ci\stub.c                                                                  | C                  |          3 |          0 |          1 |          4 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\onigurama\windows\testc.c                                                                | C                  |        837 |          3 |         26 |        866 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\.github\workflows\ci.yml                                                          | YAML               |         76 |          1 |          8 |         85 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\.travis.yml                                                                       | YAML               |        118 |          7 |          1 |        126 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\README.md                                                                         | Markdown           |         44 |          0 |         18 |         62 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\auxeffectslot.cpp                                                              | C++                |      1,498 |         45 |        255 |      1,798 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\auxeffectslot.h                                                                | C++                |        138 |         14 |         89 |        241 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\buffer.cpp                                                                     | C++                |      1,526 |         84 |        253 |      1,863 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\buffer.h                                                                       | C++                |         60 |          3 |         19 |         82 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\api.cpp                                                                    | C++                |      1,593 |          9 |        117 |      1,719 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\api.h                                                                      | C++                |      1,255 |         56 |        353 |      1,664 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\call.cpp                                                                   | C++                |        196 |          0 |         17 |        213 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\call.h                                                                     | C++                |         77 |          0 |         16 |         93 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\effect.h                                                                   | C++                |        140 |          3 |         31 |        174 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\exception.cpp                                                              | C++                |         48 |          0 |         15 |         63 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\exception.h                                                                | C++                |         17 |          0 |          9 |         26 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\fx_slot_index.cpp                                                          | C++                |         58 |          0 |         14 |         72 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\fx_slot_index.h                                                            | C++                |         29 |          0 |         13 |         42 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\fx_slots.cpp                                                               | C++                |         67 |          0 |         19 |         86 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\fx_slots.h                                                                 | C++                |         35 |          0 |         22 |         57 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\globals.cpp                                                                | C++                |         13 |          0 |          9 |         22 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\globals.h                                                                  | C++                |         14 |          0 |          9 |         23 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\utils.cpp                                                                  | C++                |         29 |          0 |          8 |         37 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\utils.h                                                                    | C++                |        103 |          0 |         30 |        133 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\eax\x_ram.h                                                                    | C++                |         23 |          0 |         16 |         39 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effect.cpp                                                                     | C++                |        635 |         34 |         97 |        766 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effect.h                                                                       | C++                |         43 |          2 |         18 |         63 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\autowah.cpp                                                            | C++                |        264 |          0 |         55 |        319 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\chorus.cpp                                                             | C++                |        616 |          1 |        118 |        735 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\compressor.cpp                                                         | C++                |        156 |          0 |         35 |        191 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\convolution.cpp                                                        | C++                |         82 |          0 |         12 |         94 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\dedicated.cpp                                                          | C++                |         58 |          0 |         15 |         73 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\distortion.cpp                                                         | C++                |        301 |          0 |         55 |        356 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\echo.cpp                                                               | C++                |        297 |          0 |         56 |        353 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\effects.cpp                                                            | C++                |         43 |          0 |         24 |         67 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\effects.h                                                              | C++                |         73 |          2 |         19 |         94 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\equalizer.cpp                                                          | C++                |        486 |          0 |         80 |        566 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\fshifter.cpp                                                           | C++                |        269 |          0 |         48 |        317 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\modulator.cpp                                                          | C++                |        273 |          0 |         47 |        320 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\null.cpp                                                               | C++                |        118 |          0 |         25 |        143 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\pshifter.cpp                                                           | C++                |        191 |          0 |         41 |        232 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\reverb.cpp                                                             | C++                |      1,719 |          0 |        287 |      2,006 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\effects\vmorpher.cpp                                                           | C++                |        500 |          0 |         79 |        579 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\error.cpp                                                                      | C++                |         72 |         20 |         15 |        107 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\event.cpp                                                                      | C++                |        192 |          6 |         23 |        221 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\event.h                                                                        | C++                |          6 |          0 |          4 |         10 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\extension.cpp                                                                  | C++                |         47 |         19 |         14 |         80 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\filter.cpp                                                                     | C++                |        585 |         34 |         99 |        718 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\filter.h                                                                       | C++                |         38 |          1 |         14 |         53 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\listener.cpp                                                                   | C++                |        365 |         23 |         62 |        450 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\listener.h                                                                     | C++                |         17 |          0 |          8 |         25 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\source.cpp                                                                     | C++                |      5,171 |        170 |        759 |      6,100 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\source.h                                                                       | C++                |        539 |         19 |        253 |        811 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\al\state.cpp                                                                      | C++                |        778 |         32 |        154 |        964 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\alc.cpp                                                                       | C++                |      3,484 |        138 |        403 |      4,025 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\alconfig.cpp                                                                  | C++                |        446 |         24 |         59 |        529 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\alconfig.h                                                                    | C++                |         12 |          0 |          7 |         19 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\alu.cpp                                                                       | C++                |      1,504 |        307 |        243 |      2,054 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\alu.h                                                                         | C++                |         20 |          5 |         14 |         39 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\alsa.cpp                                                             | C++                |      1,156 |         47 |         67 |      1,270 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\alsa.h                                                               | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\base.cpp                                                             | C++                |        136 |          5 |         20 |        161 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\base.h                                                               | C++                |         81 |          8 |         30 |        119 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\coreaudio.cpp                                                        | C++                |        843 |         41 |         64 |        948 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\coreaudio.h                                                          | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\dsound.cpp                                                           | C++                |        773 |         28 |         47 |        848 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\dsound.h                                                             | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\jack.cpp                                                             | C++                |        648 |         31 |         61 |        740 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\jack.h                                                               | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\loopback.cpp                                                         | C++                |         39 |         19 |         21 |         79 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\loopback.h                                                           | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\null.cpp                                                             | C++                |        120 |         26 |         34 |        180 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\null.h                                                               | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\oboe.cpp                                                             | C++                |        267 |         21 |         55 |        343 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\oboe.h                                                               | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\opensl.cpp                                                           | C++                |        813 |         58 |        129 |      1,000 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\opensl.h                                                             | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\oss.cpp                                                              | C++                |        626 |         28 |         37 |        691 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\oss.h                                                                | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\pipewire.cpp                                                         | C++                |      1,811 |        102 |        151 |      2,064 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\pipewire.h                                                           | C++                |         14 |          0 |         10 |         24 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\portaudio.cpp                                                        | C++                |        396 |         21 |         31 |        448 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\portaudio.h                                                          | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\pulseaudio.cpp                                                       | C++                |      1,284 |         50 |        137 |      1,471 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\pulseaudio.h                                                         | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\sdl2.cpp                                                             | C++                |        164 |         23 |         38 |        225 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\sdl2.h                                                               | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\sndio.cpp                                                            | C++                |        419 |         27 |         88 |        534 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\sndio.h                                                              | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\solaris.cpp                                                          | C++                |        256 |         19 |         29 |        304 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\solaris.h                                                            | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\wasapi.cpp                                                           | C++                |      1,688 |         27 |        141 |      1,856 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\wasapi.h                                                             | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\wave.cpp                                                             | C++                |        306 |         39 |         59 |        404 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\wave.h                                                               | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\winmm.cpp                                                            | C++                |        554 |         25 |         49 |        628 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\backends\winmm.h                                                              | C++                |         12 |          0 |          8 |         20 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\context.cpp                                                                   | C++                |      1,024 |         27 |        227 |      1,278 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\context.h                                                                     | C++                |        293 |         30 |        162 |        485 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\device.cpp                                                                    | C++                |         73 |          0 |         19 |         92 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\device.h                                                                      | C++                |        120 |          9 |         37 |        166 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\autowah.cpp                                                           | C++                |        150 |         37 |         36 |        223 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\base.h                                                                | C++                |         20 |          0 |          7 |         27 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\chorus.cpp                                                            | C++                |        202 |         36 |         56 |        294 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\compressor.cpp                                                        | C++                |        112 |         51 |         30 |        193 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\convolution.cpp                                                       | C++                |        438 |         84 |         91 |        613 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\dedicated.cpp                                                         | C++                |         78 |         21 |         22 |        121 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\distortion.cpp                                                        | C++                |         99 |         49 |         31 |        179 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\echo.cpp                                                              | C++                |        115 |         30 |         36 |        181 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\equalizer.cpp                                                         | C++                |         97 |         68 |         28 |        193 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\fshifter.cpp                                                          | C++                |        174 |         33 |         41 |        248 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\modulator.cpp                                                         | C++                |        126 |         20 |         38 |        184 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\null.cpp                                                              | C++                |         46 |         19 |         20 |         85 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\pshifter.cpp                                                          | C++                |        163 |         60 |         52 |        275 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\reverb.cpp                                                            | C++                |        978 |        517 |        236 |      1,731 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\effects\vmorpher.cpp                                                          | C++                |        236 |         50 |         52 |        338 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\inprogext.h                                                                   | C++                |         58 |          2 |         14 |         74 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\alc\panning.cpp                                                                   | C++                |      1,059 |         53 |         58 |      1,170 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\appveyor.yml                                                                      | YAML               |         17 |          0 |          5 |         22 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindALSA.cmake                                                              | CMake              |         65 |          0 |          9 |         74 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindAudioIO.cmake                                                           | CMake              |         17 |          0 |          5 |         22 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindFFmpeg.cmake                                                            | CMake              |        148 |          0 |         24 |        172 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindJACK.cmake                                                              | CMake              |         54 |          0 |          7 |         61 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindMySOFA.cmake                                                            | CMake              |         72 |          0 |         10 |         82 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindOSS.cmake                                                               | CMake              |         28 |          0 |          6 |         34 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindOboe.cmake                                                              | CMake              |         26 |          0 |          6 |         32 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindOpenSL.cmake                                                            | CMake              |         57 |          0 |          7 |         64 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindPortAudio.cmake                                                         | CMake              |         27 |          0 |          6 |         33 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindPulseAudio.cmake                                                        | CMake              |         36 |          0 |          8 |         44 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindSDL2.cmake                                                              | CMake              |        174 |          0 |         18 |        192 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindSndFile.cmake                                                           | CMake              |         20 |          0 |          6 |         26 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\FindSoundIO.cmake                                                           | CMake              |         27 |          0 |          6 |         33 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\cmake\bin2h.script.cmake                                                          | CMake              |         11 |          0 |          3 |         14 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\common\albit.h                                                                    | C++                |        117 |         12 |         27 |        156 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\common\albyte.h                                                                   | C++                |         11 |          0 |          7 |         18 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\common\alcomplex.cpp                                                              | C++                |        124 |         15 |         28 |        167 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\common\alcomplex.h                                                                | C++                |         11 |         20 |          8 |         39 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\common\aldeque.h                                                                  | C++                |          9 |          0 |          8 |         17 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\common\alfstream.cpp                                                              | C++                |        109 |         14 |         28 |        151 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\common\alfstream.h                                                                | C++                |         45 |          6 |         24 |         75 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\common\almalloc.cpp                                                               | C++                |         52 |          0 |         10 |         62 |
| c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\openal\common\almalloc.h                                                                 | C++                |        238 |         10 |         50 |        298 |
