"filename", "language", "Markdown", "JSON", "C++", "YAML", "C", "Ignore", "Python", "XML", "Makefile", "CMake", "SVG", "HTML", "CSS", "Ruby", "SCSS", "JavaScript React", "TypeScript", "JavaScript", "Go", "Rust", "Java", "C#", "PHP", "Less", "CoffeeScript", "TypeScript React", "SQL", "JSON with Comments", "GLSL", "Shell Script", "Batch", "CUDA C++", "Properties", "pip requirements", "Jinja", "Objective-C", "Lua", "LaTeX", "BibTeX", "Protocol Buffers", "Objective-C++", "Gradle", "Kotlin", "comment", "blank", "total"
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\backends\imgui_impl_wgpu.cpp", "C++", 0, 0, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 78, 720
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\backends\imgui_impl_wgpu.h", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 26
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\backends\imgui_impl_win32.cpp", "C++", 0, 0, 920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 107, 1196
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\backends\imgui_impl_win32.h", "C++", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 46
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\backends\vulkan\generate_spv.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 7
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\backends\vulkan\glsl_shader.frag", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\backends\vulkan\glsl_shader.vert", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\docs\BACKENDS.md", "Markdown", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 145
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\docs\EXAMPLES.md", "Markdown", 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 243
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\docs\FAQ.md", "Markdown", 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 677
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\docs\FONTS.md", "Markdown", 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 402
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\docs\README.md", "Markdown", 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 255
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_allegro5\README.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 37
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_allegro5\imconfig_allegro5.h", "C++", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 12
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_allegro5\main.cpp", "C++", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 22, 146
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_android_opengl3\android\app\build.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 4, 35
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_android_opengl3\android\app\src\main\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_android_opengl3\android\app\src\main\java\MainActivity.kt", "Kotlin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 3, 8, 41
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_android_opengl3\android\build.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 5, 25
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_android_opengl3\android\settings.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_android_opengl3\main.cpp", "C++", 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 68, 370
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_apple_metal\README.md", "Markdown", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_apple_metal\iOS\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 28
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_apple_metal\macOS\MainMenu.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 94
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_apple_metal\main.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 0, 0, 50, 70, 349
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_apple_opengl2\main.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 44, 54, 269
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_emscripten_opengl3\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 17, 92
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_emscripten_opengl3\README.md", "Markdown", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_emscripten_opengl3\main.cpp", "C++", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 27, 176
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_emscripten_opengl3\shell_minimal.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 65
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_emscripten_wgpu\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 16, 89
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_emscripten_wgpu\README.md", "Markdown", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_emscripten_wgpu\main.cpp", "C++", 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 45, 246
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_metal\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 47
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_metal\main.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 39, 33, 173
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_opengl2\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 19, 82
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_opengl2\build_win32.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_opengl2\main.cpp", "C++", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 29, 182
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_opengl3\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 20, 90
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_opengl3\build_win32.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_opengl3\main.cpp", "C++", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 29, 196
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_vulkan\build_win32.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 15
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_vulkan\build_win64.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 14
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glfw_vulkan\main.cpp", "C++", 0, 0, 426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 74, 581
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glut_opengl2\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 76
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_glut_opengl2\main.cpp", "C++", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 28, 158
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_null\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 93
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_null\build_win32.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_null\main.cpp", "C++", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 38
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_directx11\build_win32.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_directx11\main.cpp", "C++", 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 36, 250
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_metal\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 48
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_metal\main.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 41, 31, 182
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_opengl2\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 18, 80
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_opengl2\README.md", "Markdown", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_opengl2\build_win32.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_opengl2\main.cpp", "C++", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 27, 183
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_opengl3\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 20, 92
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_opengl3\README.md", "Markdown", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_opengl3\build_win32.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_opengl3\main.cpp", "C++", 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 27, 204
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_sdlrenderer\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 18, 80
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_sdlrenderer\README.md", "Markdown", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_sdlrenderer\build_win32.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_sdlrenderer\main.cpp", "C++", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 26, 162
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_vulkan\build_win32.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 11
"c:\Users\Aurélien\Documents\dev\MathAnimation\Animations\vendor\dearimgui\examples\example_sdl_vulkan\main.cpp", "C++", 0, 0, 431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 72, 582
